"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
20,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"Assoc-acdm,","Married-civ-spouse,","Tech-support,","Male,","50,","United-States,",">50K"
37,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","42,","United-States,","<=50K"
59,"Masters,","Widowed,","Prof-specialty,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"Some-college,","Divorced,","Farming-fishing,","Female,","54,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","16,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
59,"Bachelors,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"12th,","Never-married,","?,","Male,","35,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
26,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","35,","United-States,",">50K"
46,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
79,"HS-grad,","Widowed,","?,","Female,","30,","United-States,","<=50K"
31,"HS-grad,","Widowed,","Craft-repair,","Female,","40,","United-States,","<=50K"
24,"HS-grad,","Separated,","Other-service,","Male,","40,","United-States,","<=50K"
57,"HS-grad,","Divorced,","Adm-clerical,","Female,","62,","United-States,","<=50K"
40,"HS-grad,","Separated,","Other-service,","Female,","47,","United-States,","<=50K"
41,"Assoc-voc,","Married-civ-spouse,","Sales,","Male,","84,","Mexico,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Male,","26,","United-States,","<=50K"
45,"11th,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
27,"Assoc-voc,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"5th-6th,","Married-spouse-absent,","Craft-repair,","Male,","40,","Mexico,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","Germany,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
25,"HS-grad,","Married-spouse-absent,","Farming-fishing,","Male,","40,","Mexico,","<=50K"
30,"Some-college,","Never-married,","?,","Female,","25,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
26,"11th,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
29,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"Some-college,","Never-married,","Adm-clerical,","Female,","52,","Dominican-Republic,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
35,"Masters,","Never-married,","Exec-managerial,","Male,","40,","United-States,",">50K"
57,"Bachelors,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
21,"11th,","Never-married,","Priv-house-serv,","Female,","40,","Mexico,","<=50K"
29,"10th,","Never-married,","Other-service,","Female,","32,","United-States,","<=50K"
36,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","25,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
39,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
40,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","70,","United-States,",">50K"
61,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
38,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","35,","United-States,","<=50K"
21,"HS-grad,","Separated,","Other-service,","Female,","35,","United-States,","<=50K"
40,"HS-grad,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
46,"10th,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
21,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","54,","United-States,","<=50K"
35,"10th,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
30,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
28,"9th,","Never-married,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
46,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
40,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","United-States,",">50K"
44,"10th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","Columbia,","<=50K"
51,"HS-grad,","Married-spouse-absent,","?,","Male,","20,","United-States,",">50K"
46,"Bachelors,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,",">50K"
51,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","Iran,",">50K"
45,"Doctorate,","Widowed,","Prof-specialty,","Male,","40,","Iran,",">50K"
20,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
33,"Assoc-voc,","Married-civ-spouse,","Farming-fishing,","Male,","45,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
61,"Prof-school,","Separated,","Prof-specialty,","Male,","40,","United-States,",">50K"
50,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
47,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
53,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
39,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
66,"HS-grad,","Married-civ-spouse,","?,","Male,","18,","United-States,","<=50K"
26,"11th,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
41,"5th-6th,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Mexico,","<=50K"
47,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
31,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
29,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
43,"9th,","Separated,","Handlers-cleaners,","Female,","50,","United-States,","<=50K"
42,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
35,"Some-college,","Never-married,","Machine-op-inspct,","Female,","30,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
52,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
61,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
39,"HS-grad,","Separated,","Exec-managerial,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
39,"Some-college,","Never-married,","Exec-managerial,","Male,","45,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Male,","50,","United-States,","<=50K"
30,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
40,"Assoc-voc,","Divorced,","Other-service,","Female,","32,","United-States,","<=50K"
43,"Bachelors,","Married-spouse-absent,","Prof-specialty,","Male,","40,","United-States,","<=50K"
37,"5th-6th,","Married-civ-spouse,","Farming-fishing,","Male,","36,","Mexico,","<=50K"
23,"Assoc-acdm,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
39,"Assoc-acdm,","Divorced,","Prof-specialty,","Male,","59,","United-States,","<=50K"
54,"Masters,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
20,"Some-college,","Never-married,","Transport-moving,","Female,","40,","United-States,","<=50K"
50,"Bachelors,","Married-civ-spouse,","Tech-support,","Female,","50,","United-States,",">50K"
17,"10th,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
53,"HS-grad,","Divorced,","Other-service,","Female,","38,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","32,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
40,"Bachelors,","Divorced,","?,","Female,","50,","United-States,","<=50K"
23,"Some-college,","Never-married,","Prof-specialty,","Male,","50,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","43,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
28,"10th,","Never-married,","Other-service,","Male,","40,","Mexico,","<=50K"
59,"Masters,","Divorced,","Prof-specialty,","Male,","50,","United-States,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
33,"Preschool,","Married-civ-spouse,","Farming-fishing,","Male,","40,","Mexico,","<=50K"
56,"12th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Italy,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Sales,","Male,","55,","El-Salvador,",">50K"
31,"Bachelors,","Never-married,","Exec-managerial,","Female,","50,","United-States,","<=50K"
41,"Assoc-voc,","Divorced,","Sales,","Male,","50,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
25,"Assoc-acdm,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
18,"HS-grad,","Never-married,","?,","Female,","12,","United-States,","<=50K"
49,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
39,"Some-college,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","?,","Female,","20,","United-States,","<=50K"
21,"Some-college,","Never-married,","Prof-specialty,","Female,","25,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
55,"7th-8th,","Widowed,","Other-service,","Female,","20,","?,","<=50K"
31,"HS-grad,","Divorced,","Transport-moving,","Male,","55,","United-States,","<=50K"
17,"11th,","Never-married,","Prof-specialty,","Male,","20,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","50,","United-States,",">50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
39,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
50,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","20,","United-States,",">50K"
50,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
63,"10th,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
18,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
43,"Bachelors,","Divorced,","Prof-specialty,","Female,","48,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
18,"11th,","Never-married,","Sales,","Male,","35,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
35,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,",">50K"
46,"Masters,","Never-married,","Exec-managerial,","Female,","38,","United-States,","<=50K"
59,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
31,"7th-8th,","Never-married,","Handlers-cleaners,","Female,","30,","Portugal,","<=50K"
27,"HS-grad,","Divorced,","Sales,","Female,","37,","United-States,","<=50K"
41,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","England,","<=50K"
42,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","?,","<=50K"
55,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
34,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Exec-managerial,","Female,","50,","United-States,","<=50K"
36,"Assoc-voc,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
69,"9th,","Married-civ-spouse,","Other-service,","Male,","35,","United-States,","<=50K"
33,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","16,","United-States,",">50K"
25,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,",">50K"
21,"Some-college,","Never-married,","Other-service,","Male,","40,","?,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","15,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,",">50K"
20,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
26,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Prof-specialty,","Female,","36,","United-States,","<=50K"
40,"Prof-school,","Married-civ-spouse,","Craft-repair,","Male,","40,","Mexico,",">50K"
40,"HS-grad,","Divorced,","Exec-managerial,","Female,","52,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
32,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
23,"Some-college,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
25,"Masters,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
18,"Some-college,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
55,"HS-grad,","Widowed,","Sales,","Female,","38,","United-States,","<=50K"
52,"9th,","Divorced,","Craft-repair,","Female,","40,","Cuba,","<=50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"Some-college,","Never-married,","Tech-support,","Male,","40,","United-States,",">50K"
39,"HS-grad,","Divorced,","Exec-managerial,","Female,","45,","United-States,","<=50K"
62,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,",">50K"
19,"Some-college,","Never-married,","?,","Female,","25,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
51,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
55,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
59,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","36,","United-States,","<=50K"
45,"10th,","Married-civ-spouse,","Craft-repair,","Male,","65,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
21,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","55,","United-States,","<=50K"
29,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
24,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
17,"10th,","Never-married,","Other-service,","Male,","24,","United-States,","<=50K"
47,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
32,"HS-grad,","Divorced,","?,","Female,","28,","United-States,","<=50K"
34,"10th,","Never-married,","Farming-fishing,","Male,","44,","?,","<=50K"
63,"12th,","Married-civ-spouse,","Transport-moving,","Male,","40,","Cuba,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Other-service,","Male,","36,","United-States,","<=50K"
49,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
81,"HS-grad,","Widowed,","Adm-clerical,","Female,","20,","United-States,","<=50K"
36,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
47,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
36,"Masters,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
39,"Assoc-voc,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
46,"Bachelors,","Never-married,","Sales,","Female,","35,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
39,"Bachelors,","Divorced,","Adm-clerical,","Female,","35,","United-States,","<=50K"
29,"Some-college,","Separated,","Sales,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","16,","United-States,","<=50K"
57,"10th,","Married-civ-spouse,","Craft-repair,","Male,","43,","United-States,","<=50K"
38,"HS-grad,","Never-married,","Sales,","Female,","42,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
39,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Male,","40,","Jamaica,","<=50K"
56,"Masters,","Married-civ-spouse,","Craft-repair,","Male,","44,","United-States,",">50K"
39,"12th,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
23,"Assoc-voc,","Never-married,","Sales,","Female,","60,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Female,","20,","United-States,","<=50K"
67,"HS-grad,","Divorced,","Exec-managerial,","Female,","16,","United-States,","<=50K"
41,"Bachelors,","Never-married,","Adm-clerical,","Male,","50,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Female,","50,","United-States,","<=50K"
51,"Bachelors,","Divorced,","Exec-managerial,","Male,","40,","United-States,",">50K"
30,"HS-grad,","Divorced,","Other-service,","Female,","60,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,",">50K"
56,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","32,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Craft-repair,","Male,","38,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,","<=50K"
34,"Some-college,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
57,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
23,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
35,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Female,","12,","United-States,","<=50K"
19,"7th-8th,","Never-married,","?,","Male,","40,","Mexico,","<=50K"
68,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
43,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
17,"11th,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
53,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
37,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","99,","United-States,",">50K"
21,"Bachelors,","Never-married,","?,","Male,","25,","?,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
31,"Some-college,","Married-spouse-absent,","Transport-moving,","Male,","50,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
27,"Prof-school,","Never-married,","Prof-specialty,","Female,","65,","United-States,",">50K"
25,"HS-grad,","Never-married,","Other-service,","Male,","32,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
54,"HS-grad,","Divorced,","Sales,","Female,","35,","United-States,","<=50K"
74,"Some-college,","Widowed,","?,","Female,","12,","United-States,","<=50K"
31,"Some-college,","Never-married,","Exec-managerial,","Female,","32,","United-States,","<=50K"
23,"Some-college,","Never-married,","Tech-support,","Male,","48,","United-States,","<=50K"
19,"Bachelors,","Never-married,","Prof-specialty,","Female,","30,","United-States,","<=50K"
39,"Preschool,","Widowed,","?,","Female,","20,","El-Salvador,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Female,","40,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","?,","Female,","40,","United-States,",">50K"
27,"Assoc-voc,","Married-civ-spouse,","Other-service,","Female,","36,","United-States,",">50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
23,"HS-grad,","Never-married,","?,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Divorced,","Adm-clerical,","Female,","35,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","48,","United-States,",">50K"
53,"11th,","Divorced,","Other-service,","Female,","37,","United-States,","<=50K"
32,"Bachelors,","Never-married,","Prof-specialty,","Male,","45,","United-States,","<=50K"
72,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","25,","United-States,",">50K"
61,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
17,"10th,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
73,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","16,","Canada,","<=50K"
41,"Some-college,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Machine-op-inspct,","Female,","20,","Jamaica,","<=50K"
23,"HS-grad,","Never-married,","Prof-specialty,","Female,","40,","Canada,","<=50K"
65,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Male,","15,","United-States,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Sales,","Female,","50,","United-States,","<=50K"
52,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
24,"Bachelors,","Never-married,","Adm-clerical,","Female,","27,","United-States,","<=50K"
23,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
37,"HS-grad,","Divorced,","Farming-fishing,","Male,","56,","United-States,","<=50K"
17,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
52,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
63,"Bachelors,","Never-married,","Sales,","Male,","27,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Priv-house-serv,","Female,","60,","United-States,","<=50K"
31,"9th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
71,"HS-grad,","Widowed,","Adm-clerical,","Female,","35,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","38,","United-States,","<=50K"
36,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","China,","<=50K"
22,"Bachelors,","Never-married,","Exec-managerial,","Female,","20,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,","<=50K"
30,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
25,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
76,"7th-8th,","Widowed,","Protective-serv,","Female,","12,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
26,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
45,"12th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","?,","<=50K"
32,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
